,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,octave,note_value,note_value_nmd,note_name,angle
9860,6.0,,,,59.0,,,,,8,note_on,,112.0,59.0,112.0,63504,165.375,192,4.0,11.0,5,F,330
7070,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,63552,165.5,192,4.0,5.0,11,B,150
2686,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,63552,165.5,192,4.0,3.0,9,A,90
2687,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,63552,165.5,192,2.0,11.0,5,F,330
7071,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,63552,165.5,192,5.0,0.0,0,C,0
7069,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,63552,165.5,192,4.0,9.0,3,D#,270
2688,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63552,165.5,192,3.0,6.0,6,F#,180
7436,10.0,,,,103.0,,,,,584,note_on,,112.0,103.0,112.0,63552,165.5,192,8.0,7.0,1,C#,210
12275,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,63552,165.5,192,4.0,7.0,1,C#,210
2689,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,63552,165.5,192,3.0,4.0,4,E,120
12277,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,63600,165.625,192,4.0,5.0,11,B,150
8197,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,63600,165.625,192,2.0,5.0,11,B,150
2694,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63648,165.75,192,3.0,6.0,6,F#,180
2695,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,63648,165.75,192,4.0,3.0,9,A,90
12279,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,63648,165.75,192,4.0,7.0,1,C#,210
7075,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,63648,165.75,192,4.0,0.0,0,C,0
2698,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,63696,165.875,192,2.0,11.0,5,F,330
12281,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,63696,165.875,192,4.0,5.0,11,B,150
8199,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,63696,165.875,192,2.0,5.0,11,B,150
7079,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,63744,166.0,192,5.0,0.0,0,C,0
7078,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,63744,166.0,192,4.0,7.0,1,C#,210
2701,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63744,166.0,192,3.0,6.0,6,F#,180
2700,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,63744,166.0,192,2.0,11.0,5,F,330
8201,1.0,,,,36.0,,,,,4,note_on,,112.0,36.0,112.0,63744,166.0,192,3.0,0.0,0,C,0
12283,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,63744,166.0,192,4.0,7.0,1,C#,210
7077,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,63744,166.0,192,5.0,4.0,4,E,120
9067,2.0,,,,71.0,,,,,248,note_on,,112.0,71.0,112.0,63776,166.08333333333331,192,5.0,11.0,5,F,330
12285,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,63792,166.125,192,4.0,5.0,11,B,150
9068,2.0,,,,67.0,,,,,32,note_on,,112.0,67.0,112.0,63808,166.16666666666666,192,5.0,7.0,1,C#,210
7083,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,63840,166.25,192,5.0,4.0,4,E,120
7084,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,63840,166.25,192,4.0,7.0,1,C#,210
7085,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,63840,166.25,192,5.0,0.0,0,C,0
12287,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,63840,166.25,192,4.0,7.0,1,C#,210
2705,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63840,166.25,192,3.0,6.0,6,F#,180
2704,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,63840,166.25,192,2.0,11.0,5,F,330
8203,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,63840,166.25,192,3.0,0.0,0,C,0
12289,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,63888,166.375,192,4.0,5.0,11,B,150
9071,2.0,,,,71.0,,,,,24,note_on,,112.0,71.0,112.0,63920,166.45833333333331,192,5.0,11.0,5,F,330
9862,6.0,,,,60.0,,,,,184,note_on,,112.0,60.0,112.0,63924,166.46875,192,5.0,0.0,0,C,0
7091,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,63936,166.5,192,5.0,4.0,4,E,120
7090,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,63936,166.5,192,4.0,7.0,1,C#,210
2710,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,63936,166.5,192,4.0,3.0,9,A,90
2709,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,63936,166.5,192,2.0,11.0,5,F,330
7089,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,63936,166.5,192,5.0,0.0,0,C,0
2711,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,63936,166.5,192,3.0,4.0,4,E,120
8205,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,63936,166.5,192,3.0,0.0,0,C,0
12291,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,63936,166.5,192,4.0,7.0,1,C#,210
2708,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63936,166.5,192,3.0,6.0,6,F#,180
9864,6.0,,,,57.0,,,,,4,note_on,,112.0,57.0,112.0,63968,166.58333333333331,192,4.0,9.0,3,D#,270
12293,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,63984,166.625,192,4.0,5.0,11,B,150
9073,2.0,,,,67.0,,,,,8,note_on,,112.0,67.0,112.0,64016,166.70833333333331,192,5.0,7.0,1,C#,210
7096,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,64032,166.75,192,4.0,7.0,1,C#,210
2716,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64032,166.75,192,3.0,6.0,6,F#,180
12295,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64032,166.75,192,4.0,7.0,1,C#,210
7095,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,64032,166.75,192,5.0,4.0,4,E,120
7097,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,64032,166.75,192,5.0,0.0,0,C,0
12297,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64080,166.875,192,4.0,5.0,11,B,150
9866,6.0,,,,60.0,,,,,24,note_on,,112.0,60.0,112.0,64080,166.875,192,5.0,0.0,0,C,0
9075,2.0,,,,71.0,,,,,8,note_on,,112.0,71.0,112.0,64112,166.95833333333331,192,5.0,11.0,5,F,330
7103,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,64128,167.0,192,5.0,4.0,4,E,120
7102,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,64128,167.0,192,5.0,0.0,0,C,0
7101,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,64128,167.0,192,4.0,7.0,1,C#,210
2719,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64128,167.0,192,3.0,6.0,6,F#,180
2718,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64128,167.0,192,2.0,11.0,5,F,330
12299,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,64176,167.125,192,4.0,7.0,1,C#,210
9868,6.0,,,,57.0,,,,,8,note_on,,112.0,57.0,112.0,64176,167.125,192,4.0,9.0,3,D#,270
8207,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,64176,167.125,192,3.0,0.0,0,C,0
7109,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,64224,167.25,192,5.0,4.0,4,E,120
12301,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64224,167.25,192,4.0,7.0,1,C#,210
2722,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64224,167.25,192,2.0,11.0,5,F,330
2723,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64224,167.25,192,3.0,6.0,6,F#,180
7108,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,64224,167.25,192,5.0,0.0,0,C,0
7107,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,64224,167.25,192,4.0,7.0,1,C#,210
8209,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,64272,167.375,192,3.0,0.0,0,C,0
12303,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64272,167.375,192,4.0,5.0,11,B,150
9870,6.0,,,,60.0,,,,,8,note_on,,112.0,60.0,112.0,64272,167.375,192,5.0,0.0,0,C,0
7438,10.0,,,,103.0,,,,,488,note_on,,112.0,103.0,112.0,64272,167.375,192,8.0,7.0,1,C#,210
12305,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64320,167.5,192,4.0,7.0,1,C#,210
2729,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,64320,167.5,192,2.0,11.0,5,F,330
2726,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,64320,167.5,192,3.0,4.0,4,E,120
2727,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64320,167.5,192,3.0,6.0,6,F#,180
2728,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,64320,167.5,192,4.0,3.0,9,A,90
7113,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,64320,167.5,192,5.0,0.0,0,C,0
7115,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,64320,167.5,192,5.0,4.0,4,E,120
7114,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,64320,167.5,192,4.0,7.0,1,C#,210
12307,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64368,167.625,192,4.0,5.0,11,B,150
9872,6.0,,,,57.0,,,,,8,note_on,,112.0,57.0,112.0,64368,167.625,192,4.0,9.0,3,D#,270
8211,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,64368,167.625,192,3.0,0.0,0,C,0
7119,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,64416,167.75,192,4.0,7.0,1,C#,210
7120,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,64416,167.75,192,5.0,4.0,4,E,120
12309,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64416,167.75,192,4.0,7.0,1,C#,210
2734,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64416,167.75,192,3.0,6.0,6,F#,180
2735,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,64416,167.75,192,4.0,3.0,9,A,90
7121,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,64416,167.75,192,5.0,0.0,0,C,0
8213,1.0,,,,34.0,,,,,8,note_on,,112.0,34.0,112.0,64464,167.875,192,2.0,10.0,10,A#,300
12311,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64464,167.875,192,4.0,5.0,11,B,150
2738,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,64464,167.875,192,2.0,11.0,5,F,330
7125,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,64512,168.0,192,5.0,2.0,2,D,60
2740,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,64512,168.0,192,2.0,11.0,5,F,330
2741,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64512,168.0,192,3.0,6.0,6,F#,180
7127,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,64512,168.0,192,4.0,11.0,5,F,330
8215,1.0,,,,31.0,,,,,4,note_on,,112.0,31.0,112.0,64512,168.0,192,2.0,7.0,1,C#,210
12313,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64512,168.0,192,4.0,7.0,1,C#,210
7126,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,64512,168.0,192,4.0,7.0,1,C#,210
9077,2.0,,,,72.0,,,,,196,note_on,,112.0,72.0,112.0,64544,168.08333333333331,192,6.0,0.0,0,C,0
12315,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64560,168.125,192,4.0,5.0,11,B,150
9078,2.0,,,,69.0,,,,,32,note_on,,112.0,69.0,112.0,64576,168.16666666666666,192,5.0,9.0,3,D#,270
12317,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64608,168.25,192,4.0,7.0,1,C#,210
8217,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,64608,168.25,192,2.0,7.0,1,C#,210
2745,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64608,168.25,192,3.0,6.0,6,F#,180
2744,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64608,168.25,192,2.0,11.0,5,F,330
7131,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,64608,168.25,192,5.0,2.0,2,D,60
7132,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,64608,168.25,192,4.0,7.0,1,C#,210
7133,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,64608,168.25,192,4.0,11.0,5,F,330
12319,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64656,168.375,192,4.0,5.0,11,B,150
9081,2.0,,,,72.0,,,,,24,note_on,,112.0,72.0,112.0,64688,168.45833333333331,192,6.0,0.0,0,C,0
9874,6.0,,,,59.0,,,,,236,note_on,,112.0,59.0,112.0,64692,168.46875,192,4.0,11.0,5,F,330
2750,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,64704,168.5,192,2.0,11.0,5,F,330
12321,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64704,168.5,192,4.0,7.0,1,C#,210
7137,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,64704,168.5,192,4.0,7.0,1,C#,210
7138,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,64704,168.5,192,5.0,2.0,2,D,60
2751,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,64704,168.5,192,3.0,4.0,4,E,120
2749,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,64704,168.5,192,4.0,3.0,9,A,90
2748,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64704,168.5,192,3.0,6.0,6,F#,180
7139,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,64704,168.5,192,4.0,11.0,5,F,330
8219,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,64704,168.5,192,2.0,7.0,1,C#,210
9876,6.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64736,168.58333333333331,192,4.0,7.0,1,C#,210
12323,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64752,168.625,192,4.0,5.0,11,B,150
9083,2.0,,,,69.0,,,,,8,note_on,,112.0,69.0,112.0,64784,168.70833333333331,192,5.0,9.0,3,D#,270
7144,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,64800,168.75,192,4.0,11.0,5,F,330
7145,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,64800,168.75,192,5.0,2.0,2,D,60
7143,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,64800,168.75,192,4.0,7.0,1,C#,210
2756,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64800,168.75,192,3.0,6.0,6,F#,180
12325,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64800,168.75,192,4.0,7.0,1,C#,210
12327,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,64848,168.875,192,4.0,5.0,11,B,150
9878,6.0,,,,59.0,,,,,24,note_on,,112.0,59.0,112.0,64848,168.875,192,4.0,11.0,5,F,330
9085,2.0,,,,72.0,,,,,8,note_on,,112.0,72.0,112.0,64880,168.95833333333331,192,6.0,0.0,0,C,0
7150,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,64896,169.0,192,4.0,7.0,1,C#,210
7149,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,64896,169.0,192,5.0,2.0,2,D,60
2759,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,64896,169.0,192,2.0,11.0,5,F,330
2758,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64896,169.0,192,3.0,6.0,6,F#,180
7151,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,64896,169.0,192,4.0,11.0,5,F,330
9880,6.0,,,,55.0,,,,,8,note_on,,112.0,55.0,112.0,64944,169.125,192,4.0,7.0,1,C#,210
12329,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,64944,169.125,192,4.0,7.0,1,C#,210
8221,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,64944,169.125,192,2.0,7.0,1,C#,210
9087,2.0,,,,69.0,,,,,8,note_on,,112.0,69.0,112.0,64976,169.20833333333331,192,5.0,9.0,3,D#,270
7157,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,64992,169.25,192,4.0,11.0,5,F,330
12331,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,64992,169.25,192,4.0,7.0,1,C#,210
7155,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,64992,169.25,192,4.0,7.0,1,C#,210
7156,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,64992,169.25,192,5.0,2.0,2,D,60
2763,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64992,169.25,192,3.0,6.0,6,F#,180
2762,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64992,169.25,192,2.0,11.0,5,F,330
8223,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,65040,169.375,192,2.0,7.0,1,C#,210
12333,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,65040,169.375,192,4.0,5.0,11,B,150
9882,6.0,,,,59.0,,,,,8,note_on,,112.0,59.0,112.0,65040,169.375,192,4.0,11.0,5,F,330
7163,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,65088,169.5,192,4.0,11.0,5,F,330
7162,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,65088,169.5,192,4.0,7.0,1,C#,210
7161,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,65088,169.5,192,5.0,2.0,2,D,60
2766,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,65088,169.5,192,2.0,11.0,5,F,330
7440,10.0,,,,103.0,,,,,584,note_on,,112.0,103.0,112.0,65088,169.5,192,8.0,7.0,1,C#,210
2767,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,65088,169.5,192,3.0,6.0,6,F#,180
12335,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,65088,169.5,192,4.0,7.0,1,C#,210
2769,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,65088,169.5,192,4.0,3.0,9,A,90
2768,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,65088,169.5,192,3.0,4.0,4,E,120
12337,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,65136,169.625,192,4.0,5.0,11,B,150
8225,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,65136,169.625,192,2.0,7.0,1,C#,210
12339,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,65184,169.75,192,4.0,7.0,1,C#,210
7169,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,65184,169.75,192,5.0,2.0,2,D,60
2774,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,65184,169.75,192,4.0,3.0,9,A,90
2775,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,65184,169.75,192,3.0,6.0,6,F#,180
7168,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,65184,169.75,192,4.0,11.0,5,F,330
7167,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,65184,169.75,192,4.0,7.0,1,C#,210
12341,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,65232,169.875,192,4.0,5.0,11,B,150
8227,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,65232,169.875,192,2.0,7.0,1,C#,210
2778,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,65232,169.875,192,2.0,11.0,5,F,330
7173,0.0,,,,55.0,,,,,52,note_on,,101.0,55.0,101.0,65280,170.0,192,4.0,7.0,1,C#,210
12343,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,65280,170.0,192,4.0,7.0,1,C#,210
7175,0.0,,,,62.0,,,,,0,note_on,,101.0,62.0,101.0,65280,170.0,192,5.0,2.0,2,D,60
2780,9.0,,,,42.0,,,,,4,note_on,,112.0,42.0,112.0,65280,170.0,192,3.0,6.0,6,F#,180
8229,1.0,,,,31.0,,,,,4,note_on,,110.0,31.0,110.0,65280,170.0,192,2.0,7.0,1,C#,210
2781,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,65280,170.0,192,2.0,11.0,5,F,330
7174,0.0,,,,59.0,,,,,0,note_on,,101.0,59.0,101.0,65280,170.0,192,4.0,11.0,5,F,330
9089,2.0,,,,71.0,,,,,248,note_on,,112.0,71.0,112.0,65312,170.08333333333331,192,5.0,11.0,5,F,330
12345,5.0,,,,53.0,,,,,4,note_on,,108.0,53.0,108.0,65328,170.125,192,4.0,5.0,11,B,150
9090,2.0,,,,67.0,,,,,32,note_on,,112.0,67.0,112.0,65344,170.16666666666666,192,5.0,7.0,1,C#,210
7181,0.0,,,,62.0,,,,,0,note_on,,99.0,62.0,99.0,65376,170.25,192,5.0,2.0,2,D,60
7180,0.0,,,,59.0,,,,,0,note_on,,99.0,59.0,99.0,65376,170.25,192,4.0,11.0,5,F,330
7179,0.0,,,,55.0,,,,,52,note_on,,99.0,55.0,99.0,65376,170.25,192,4.0,7.0,1,C#,210
12347,5.0,,,,55.0,,,,,4,note_on,,106.0,55.0,106.0,65376,170.25,192,4.0,7.0,1,C#,210
2784,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,65376,170.25,192,2.0,11.0,5,F,330
8231,1.0,,,,31.0,,,,,4,note_on,,106.0,31.0,106.0,65376,170.25,192,2.0,7.0,1,C#,210
2785,9.0,,,,42.0,,,,,0,note_on,,107.0,42.0,107.0,65376,170.25,192,3.0,6.0,6,F#,180
12349,5.0,,,,53.0,,,,,4,note_on,,103.0,53.0,103.0,65424,170.375,192,4.0,5.0,11,B,150
9093,2.0,,,,71.0,,,,,24,note_on,,112.0,71.0,112.0,65456,170.45833333333331,192,5.0,11.0,5,F,330
9884,6.0,,,,59.0,,,,,184,note_on,,112.0,59.0,112.0,65460,170.46875,192,4.0,11.0,5,F,330
2789,9.0,,,,51.0,,,,,0,note_on,,103.0,51.0,103.0,65472,170.5,192,4.0,3.0,9,A,90
7186,0.0,,,,55.0,,,,,0,note_on,,97.0,55.0,97.0,65472,170.5,192,4.0,7.0,1,C#,210
7185,0.0,,,,62.0,,,,,52,note_on,,97.0,62.0,97.0,65472,170.5,192,5.0,2.0,2,D,60
2790,9.0,,,,35.0,,,,,0,note_on,,103.0,35.0,103.0,65472,170.5,192,2.0,11.0,5,F,330
7187,0.0,,,,59.0,,,,,0,note_on,,97.0,59.0,97.0,65472,170.5,192,4.0,11.0,5,F,330
8233,1.0,,,,31.0,,,,,4,note_on,,102.0,31.0,102.0,65472,170.5,192,2.0,7.0,1,C#,210
2788,9.0,,,,40.0,,,,,52,note_on,,103.0,40.0,103.0,65472,170.5,192,3.0,4.0,4,E,120
12351,5.0,,,,55.0,,,,,4,note_on,,101.0,55.0,101.0,65472,170.5,192,4.0,7.0,1,C#,210
2791,9.0,,,,42.0,,,,,0,note_on,,103.0,42.0,103.0,65472,170.5,192,3.0,6.0,6,F#,180
9886,6.0,,,,55.0,,,,,4,note_on,,105.0,55.0,105.0,65504,170.58333333333331,192,4.0,7.0,1,C#,210
12353,5.0,,,,53.0,,,,,4,note_on,,100.0,53.0,100.0,65520,170.625,192,4.0,5.0,11,B,150
9095,2.0,,,,67.0,,,,,8,note_on,,112.0,67.0,112.0,65552,170.70833333333331,192,5.0,7.0,1,C#,210
12355,5.0,,,,55.0,,,,,4,note_on,,99.0,55.0,99.0,65568,170.75,192,4.0,7.0,1,C#,210
7191,0.0,,,,55.0,,,,,52,note_on,,95.0,55.0,95.0,65568,170.75,192,4.0,7.0,1,C#,210
7192,0.0,,,,62.0,,,,,0,note_on,,95.0,62.0,95.0,65568,170.75,192,5.0,2.0,2,D,60
7193,0.0,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,65568,170.75,192,4.0,11.0,5,F,330
2796,9.0,,,,42.0,,,,,52,note_on,,100.0,42.0,100.0,65568,170.75,192,3.0,6.0,6,F#,180
12357,5.0,,,,53.0,,,,,4,note_on,,97.0,53.0,97.0,65616,170.875,192,4.0,5.0,11,B,150
9888,6.0,,,,59.0,,,,,24,note_on,,101.0,59.0,101.0,65616,170.875,192,4.0,11.0,5,F,330
9097,2.0,,,,71.0,,,,,8,note_on,,112.0,71.0,112.0,65648,170.95833333333331,192,5.0,11.0,5,F,330
7199,0.0,,,,55.0,,,,,0,note_on,,91.0,55.0,91.0,65664,171.0,192,4.0,7.0,1,C#,210
7197,0.0,,,,59.0,,,,,52,note_on,,91.0,59.0,91.0,65664,171.0,192,4.0,11.0,5,F,330
2798,9.0,,,,42.0,,,,,52,note_on,,97.0,42.0,97.0,65664,171.0,192,3.0,6.0,6,F#,180
2799,9.0,,,,35.0,,,,,0,note_on,,97.0,35.0,97.0,65664,171.0,192,2.0,11.0,5,F,330
7198,0.0,,,,62.0,,,,,0,note_on,,91.0,62.0,91.0,65664,171.0,192,5.0,2.0,2,D,60
12359,5.0,,,,55.0,,,,,52,note_on,,93.0,55.0,93.0,65712,171.125,192,4.0,7.0,1,C#,210
8235,1.0,,,,31.0,,,,,4,note_on,,92.0,31.0,92.0,65712,171.125,192,2.0,7.0,1,C#,210
9890,6.0,,,,55.0,,,,,8,note_on,,95.0,55.0,95.0,65712,171.125,192,4.0,7.0,1,C#,210
12361,5.0,,,,55.0,,,,,4,note_on,,92.0,55.0,92.0,65760,171.25,192,4.0,7.0,1,C#,210
2803,9.0,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,65760,171.25,192,3.0,6.0,6,F#,180
7205,0.0,,,,62.0,,,,,0,note_on,,87.0,62.0,87.0,65760,171.25,192,5.0,2.0,2,D,60
7204,0.0,,,,59.0,,,,,0,note_on,,87.0,59.0,87.0,65760,171.25,192,4.0,11.0,5,F,330
7203,0.0,,,,55.0,,,,,52,note_on,,87.0,55.0,87.0,65760,171.25,192,4.0,7.0,1,C#,210
