,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
2734,4.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,125160,130.375,480,4.0_32.0,Electric Bass (pick),3.0,2.0,2,D,60
686,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,125250,130.46875,480,0.0_32.0,Overdriven Guitar,3.0,9.0,3,D#,270
685,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,125250,130.46875,480,0.0_32.0,Overdriven Guitar,4.0,4.0,4,E,120
684,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,125250,130.46875,480,0.0_32.0,Overdriven Guitar,4.0,9.0,3,D#,270
694,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,125280,130.5,480,0.0_32.0,Overdriven Guitar,4.0,11.0,5,F,330
693,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,125280,130.5,480,0.0_32.0,Overdriven Guitar,5.0,4.0,4,E,120
4221,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,125280,130.5,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
695,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,125280,130.5,480,0.0_32.0,Overdriven Guitar,4.0,4.0,4,E,120
4222,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,125280,130.5,480,9.0_32.0,Acoustic Grand Piano,3.0,2.0,2,D,60
1670,3.0,,,,,,67.0,,,,,120,note_on,,95.0,67.0,95.0,125520,130.75,480,3.0_32.0,Distortion Guitar,5.0,7.0,1,C#,210
2736,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,125520,130.75,480,4.0_32.0,Electric Bass (pick),3.0,0.0,0,C,0
2738,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,125760,131.0,480,4.0_32.0,Electric Bass (pick),2.0,11.0,5,F,330
4226,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,125760,131.0,480,9.0_32.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4225,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,125760,131.0,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1674,3.0,,,,,,66.0,,,,,120,note_on,,95.0,66.0,95.0,125760,131.0,480,3.0_32.0,Distortion Guitar,5.0,6.0,6,F#,180
714,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,126000,131.25,480,0.0_32.0,Overdriven Guitar,5.0,7.0,1,C#,210
715,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,126000,131.25,480,0.0_32.0,Overdriven Guitar,5.0,2.0,2,D,60
716,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,126000,131.25,480,0.0_32.0,Overdriven Guitar,4.0,7.0,1,C#,210
4229,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,126240,131.5,480,9.0_32.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4230,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,126240,131.5,480,9.0_32.0,Acoustic Grand Piano,3.0,2.0,2,D,60
720,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,126360,131.625,480,0.0_32.0,Overdriven Guitar,5.0,4.0,4,E,120
721,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,126360,131.625,480,0.0_32.0,Overdriven Guitar,4.0,11.0,5,F,330
722,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,126360,131.625,480,0.0_32.0,Overdriven Guitar,4.0,4.0,4,E,120
726,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,126720,132.0,480,0.0_33.0,Overdriven Guitar,5.0,2.0,2,D,60
727,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,126720,132.0,480,0.0_33.0,Overdriven Guitar,4.0,9.0,3,D#,270
4234,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,126720,132.0,480,9.0_33.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2740,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,126720,132.0,480,4.0_33.0,Electric Bass (pick),3.0,4.0,4,E,120
4233,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,126720,132.0,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1689,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,126720,132.0,480,3.0_33.0,Distortion Guitar,5.0,4.0,4,E,120
728,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,126720,132.0,480,0.0_33.0,Overdriven Guitar,4.0,2.0,2,D,60
732,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,126960,132.25,480,0.0_33.0,Overdriven Guitar,5.0,0.0,0,C,0
733,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,126960,132.25,480,0.0_33.0,Overdriven Guitar,4.0,7.0,1,C#,210
734,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,126960,132.25,480,0.0_33.0,Overdriven Guitar,4.0,0.0,0,C,0
4237,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,127200,132.5,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4238,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,127200,132.5,480,9.0_33.0,Acoustic Grand Piano,3.0,2.0,2,D,60
2742,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,127440,132.75,480,4.0_33.0,Electric Bass (pick),3.0,4.0,4,E,120
1701,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,127440,132.75,480,3.0_33.0,Distortion Guitar,5.0,4.0,4,E,120
4241,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,127680,133.0,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
2744,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,127680,133.0,480,4.0_33.0,Electric Bass (pick),3.0,7.0,1,C#,210
1707,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,127680,133.0,480,3.0_33.0,Distortion Guitar,5.0,4.0,4,E,120
4242,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,127680,133.0,480,9.0_33.0,Acoustic Grand Piano,3.0,0.0,0,C,0
739,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,127920,133.25,480,0.0_33.0,Overdriven Guitar,4.0,6.0,6,F#,180
738,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,127920,133.25,480,0.0_33.0,Overdriven Guitar,4.0,11.0,5,F,330
740,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,127920,133.25,480,0.0_33.0,Overdriven Guitar,3.0,11.0,5,F,330
2746,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,128040,133.375,480,4.0_33.0,Electric Bass (pick),3.0,4.0,4,E,120
1714,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,128040,133.375,480,3.0_33.0,Distortion Guitar,5.0,4.0,4,E,120
4246,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,128160,133.5,480,9.0_33.0,Acoustic Grand Piano,3.0,2.0,2,D,60
4245,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,128160,133.5,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
2748,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,128400,133.75,480,4.0_33.0,Electric Bass (pick),3.0,2.0,2,D,60
1721,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,128400,133.75,480,3.0_33.0,Distortion Guitar,5.0,4.0,4,E,120
1730,3.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,128640,134.0,480,3.0_33.0,Distortion Guitar,5.0,7.0,1,C#,210
4249,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,128640,134.0,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
2750,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,128640,134.0,480,4.0_33.0,Electric Bass (pick),3.0,0.0,0,C,0
4250,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,128640,134.0,480,9.0_33.0,Acoustic Grand Piano,3.0,0.0,0,C,0
743,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,128850,134.21875,480,0.0_33.0,Overdriven Guitar,3.0,9.0,3,D#,270
741,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,128850,134.21875,480,0.0_33.0,Overdriven Guitar,4.0,9.0,3,D#,270
742,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,128850,134.21875,480,0.0_33.0,Overdriven Guitar,4.0,4.0,4,E,120
750,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,128880,134.25,480,0.0_33.0,Overdriven Guitar,5.0,4.0,4,E,120
751,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,128880,134.25,480,0.0_33.0,Overdriven Guitar,4.0,11.0,5,F,330
752,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,128880,134.25,480,0.0_33.0,Overdriven Guitar,4.0,4.0,4,E,120
4253,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,129120,134.5,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4254,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,129120,134.5,480,9.0_33.0,Acoustic Grand Piano,3.0,2.0,2,D,60
2752,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,129600,135.0,480,4.0_33.0,Electric Bass (pick),2.0,11.0,5,F,330
1753,3.0,,,,,,66.0,,,,,0,note_on,,95.0,66.0,95.0,129600,135.0,480,3.0_33.0,Distortion Guitar,5.0,6.0,6,F#,180
4257,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,129600,135.0,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4258,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,129600,135.0,480,9.0_33.0,Acoustic Grand Piano,3.0,0.0,0,C,0
773,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,129600,135.0,480,0.0_33.0,Overdriven Guitar,4.0,7.0,1,C#,210
771,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,129600,135.0,480,0.0_33.0,Overdriven Guitar,5.0,7.0,1,C#,210
772,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,129600,135.0,480,0.0_33.0,Overdriven Guitar,5.0,2.0,2,D,60
778,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,129960,135.375,480,0.0_33.0,Overdriven Guitar,4.0,11.0,5,F,330
777,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,129960,135.375,480,0.0_33.0,Overdriven Guitar,5.0,4.0,4,E,120
779,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,129960,135.375,480,0.0_33.0,Overdriven Guitar,4.0,4.0,4,E,120
4262,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,130080,135.5,480,9.0_33.0,Acoustic Grand Piano,3.0,2.0,2,D,60
4261,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,130080,135.5,480,9.0_33.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
783,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,130320,135.75,480,0.0_33.0,Overdriven Guitar,5.0,2.0,2,D,60
785,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,130320,135.75,480,0.0_33.0,Overdriven Guitar,4.0,2.0,2,D,60
784,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,130320,135.75,480,0.0_33.0,Overdriven Guitar,4.0,9.0,3,D#,270
791,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,130560,136.0,480,0.0_34.0,Overdriven Guitar,4.0,0.0,0,C,0
789,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,130560,136.0,480,0.0_34.0,Overdriven Guitar,5.0,0.0,0,C,0
2754,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,130560,136.0,480,4.0_34.0,Electric Bass (pick),3.0,4.0,4,E,120
4265,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,130560,136.0,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4266,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,130560,136.0,480,9.0_34.0,Acoustic Grand Piano,3.0,0.0,0,C,0
790,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,130560,136.0,480,0.0_34.0,Overdriven Guitar,4.0,7.0,1,C#,210
1768,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,130560,136.0,480,3.0_34.0,Distortion Guitar,5.0,4.0,4,E,120
797,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,130920,136.375,480,0.0_34.0,Overdriven Guitar,4.0,2.0,2,D,60
795,0.0,,,,,,62.0,,,,,0,note_on,,95.0,62.0,95.0,130920,136.375,480,0.0_34.0,Overdriven Guitar,5.0,2.0,2,D,60
796,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,130920,136.375,480,0.0_34.0,Overdriven Guitar,4.0,9.0,3,D#,270
4270,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,131040,136.5,480,9.0_34.0,Acoustic Grand Piano,3.0,2.0,2,D,60
4269,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,131040,136.5,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
2756,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,131280,136.75,480,4.0_34.0,Electric Bass (pick),3.0,4.0,4,E,120
4272,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,131280,136.75,480,9.0_34.0,Acoustic Grand Piano,3.0,0.0,0,C,0
1780,3.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,131280,136.75,480,3.0_34.0,Distortion Guitar,5.0,4.0,4,E,120
803,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,131280,136.75,480,0.0_34.0,Overdriven Guitar,4.0,0.0,0,C,0
802,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,131280,136.75,480,0.0_34.0,Overdriven Guitar,4.0,7.0,1,C#,210
801,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,131280,136.75,480,0.0_34.0,Overdriven Guitar,5.0,0.0,0,C,0
1786,3.0,,,,,,67.0,,,,,0,note_on,,95.0,67.0,95.0,131520,137.0,480,3.0_34.0,Distortion Guitar,5.0,7.0,1,C#,210
2758,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,131520,137.0,480,4.0_34.0,Electric Bass (pick),3.0,7.0,1,C#,210
4275,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,131520,137.0,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4276,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,131520,137.0,480,9.0_34.0,Acoustic Grand Piano,3.0,0.0,0,C,0
809,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,131520,137.0,480,0.0_34.0,Overdriven Guitar,3.0,11.0,5,F,330
808,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,131520,137.0,480,0.0_34.0,Overdriven Guitar,4.0,6.0,6,F#,180
807,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,131520,137.0,480,0.0_34.0,Overdriven Guitar,4.0,11.0,5,F,330
2760,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,131880,137.375,480,4.0_34.0,Electric Bass (pick),3.0,4.0,4,E,120
1793,3.0,,,,,,69.0,,,,,0,note_on,,95.0,69.0,95.0,131880,137.375,480,3.0_34.0,Distortion Guitar,5.0,9.0,3,D#,270
4280,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,132000,137.5,480,9.0_34.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4279,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,132000,137.5,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1800,3.0,,,,,,67.0,,,,,0,note_on,,95.0,67.0,95.0,132240,137.75,480,3.0_34.0,Distortion Guitar,5.0,7.0,1,C#,210
4282,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,132240,137.75,480,9.0_34.0,Acoustic Grand Piano,3.0,2.0,2,D,60
2762,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,132240,137.75,480,4.0_34.0,Electric Bass (pick),3.0,2.0,2,D,60
811,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,132450,137.96875,480,0.0_34.0,Overdriven Guitar,4.0,4.0,4,E,120
810,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,132450,137.96875,480,0.0_34.0,Overdriven Guitar,4.0,9.0,3,D#,270
812,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,132450,137.96875,480,0.0_34.0,Overdriven Guitar,3.0,9.0,3,D#,270
2764,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,132480,138.0,480,4.0_34.0,Electric Bass (pick),3.0,0.0,0,C,0
1806,3.0,,,,,,67.0,,,,,0,note_on,,95.0,67.0,95.0,132480,138.0,480,3.0_34.0,Distortion Guitar,5.0,7.0,1,C#,210
4285,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,132480,138.0,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4286,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,132480,138.0,480,9.0_34.0,Acoustic Grand Piano,3.0,0.0,0,C,0
819,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,132480,138.0,480,0.0_34.0,Overdriven Guitar,5.0,4.0,4,E,120
820,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,132480,138.0,480,0.0_34.0,Overdriven Guitar,4.0,11.0,5,F,330
821,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,132480,138.0,480,0.0_34.0,Overdriven Guitar,4.0,4.0,4,E,120
1810,3.0,,,,,,67.0,,,,,120,note_on,,95.0,67.0,95.0,132720,138.25,480,3.0_34.0,Distortion Guitar,5.0,7.0,1,C#,210
1816,3.0,,,,,,69.0,,,,,0,note_on,,86.0,69.0,86.0,132840,138.375,480,3.0_34.0,Distortion Guitar,5.0,9.0,3,D#,270
2766,4.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,132840,138.375,480,4.0_34.0,Electric Bass (pick),3.0,2.0,2,D,60
4290,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,132960,138.5,480,9.0_34.0,Acoustic Grand Piano,3.0,2.0,2,D,60
4289,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,132960,138.5,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
842,0.0,,,,,,55.0,,,,,0,note_on,,86.0,55.0,86.0,133200,138.75,480,0.0_34.0,Overdriven Guitar,4.0,7.0,1,C#,210
2768,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,133200,138.75,480,4.0_34.0,Electric Bass (pick),3.0,0.0,0,C,0
1822,3.0,,,,,,67.0,,,,,120,note_on,,95.0,67.0,95.0,133200,138.75,480,3.0_34.0,Distortion Guitar,5.0,7.0,1,C#,210
841,0.0,,,,,,62.0,,,,,0,note_on,,86.0,62.0,86.0,133200,138.75,480,0.0_34.0,Overdriven Guitar,5.0,2.0,2,D,60
840,0.0,,,,,,67.0,,,,,0,note_on,,86.0,67.0,86.0,133200,138.75,480,0.0_34.0,Overdriven Guitar,5.0,7.0,1,C#,210
4293,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,133440,139.0,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1826,3.0,,,,,,66.0,,,,,120,note_on,,95.0,66.0,95.0,133440,139.0,480,3.0_34.0,Distortion Guitar,5.0,6.0,6,F#,180
4294,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,133440,139.0,480,9.0_34.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2770,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,133440,139.0,480,4.0_34.0,Electric Bass (pick),2.0,11.0,5,F,330
848,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,133560,139.125,480,0.0_34.0,Overdriven Guitar,4.0,4.0,4,E,120
847,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,133560,139.125,480,0.0_34.0,Overdriven Guitar,4.0,11.0,5,F,330
846,0.0,,,,,,64.0,,,,,120,note_on,,95.0,64.0,95.0,133560,139.125,480,0.0_34.0,Overdriven Guitar,5.0,4.0,4,E,120
4298,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,133920,139.5,480,9.0_34.0,Acoustic Grand Piano,3.0,2.0,2,D,60
852,0.0,,,,,,62.0,,,,,120,note_on,,95.0,62.0,95.0,133920,139.5,480,0.0_34.0,Overdriven Guitar,5.0,2.0,2,D,60
853,0.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,133920,139.5,480,0.0_34.0,Overdriven Guitar,4.0,9.0,3,D#,270
854,0.0,,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,133920,139.5,480,0.0_34.0,Overdriven Guitar,4.0,2.0,2,D,60
4297,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,133920,139.5,480,9.0_34.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
858,0.0,,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,134160,139.75,480,0.0_34.0,Overdriven Guitar,5.0,0.0,0,C,0
859,0.0,,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,134160,139.75,480,0.0_34.0,Overdriven Guitar,4.0,7.0,1,C#,210
860,0.0,,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,134160,139.75,480,0.0_34.0,Overdriven Guitar,4.0,0.0,0,C,0
1843,3.0,,,,,,76.0,,,,,0,note_on,,95.0,76.0,95.0,134321,139.91770833333334,480,3.0_34.0,Distortion Guitar,6.0,4.0,4,E,120
2772,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,134400,140.0,480,4.0_35.0,Electric Bass (pick),3.0,4.0,4,E,120
4301,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,134400,140.0,480,9.0_35.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4302,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,134400,140.0,480,9.0_35.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4305,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,134880,140.5,480,9.0_35.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4306,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,134880,140.5,480,9.0_35.0,Acoustic Grand Piano,3.0,2.0,2,D,60
1855,3.0,,,,,,76.0,,,,,0,note_on,,95.0,76.0,95.0,135041,140.66770833333334,480,3.0_35.0,Distortion Guitar,6.0,4.0,4,E,120
2774,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,135120,140.75,480,4.0_35.0,Electric Bass (pick),3.0,4.0,4,E,120
865,0.0,,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,135120,140.75,480,0.0_35.0,Overdriven Guitar,4.0,6.0,6,F#,180
864,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,135120,140.75,480,0.0_35.0,Overdriven Guitar,4.0,11.0,5,F,330
866,0.0,,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,135120,140.75,480,0.0_35.0,Overdriven Guitar,3.0,11.0,5,F,330
1863,3.0,,,,,,79.0,,,,,0,note_on,,95.0,79.0,95.0,135202,140.83541666666667,480,3.0_35.0,Distortion Guitar,6.0,7.0,1,C#,210
4310,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,135360,141.0,480,9.0_35.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2776,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,135360,141.0,480,4.0_35.0,Electric Bass (pick),3.0,7.0,1,C#,210
4309,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,135360,141.0,480,9.0_35.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
1870,3.0,,,,,,76.0,,,,,0,note_on,,95.0,76.0,95.0,135562,141.21041666666667,480,3.0_35.0,Distortion Guitar,6.0,4.0,4,E,120
2778,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,135720,141.375,480,4.0_35.0,Electric Bass (pick),3.0,4.0,4,E,120
4313,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,135840,141.5,480,9.0_35.0,Acoustic Grand Piano,4.0,9.0,3,D#,270
4314,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,135840,141.5,480,9.0_35.0,Acoustic Grand Piano,3.0,2.0,2,D,60
1877,3.0,,,,,,76.0,,,,,0,note_on,,95.0,76.0,95.0,135922,141.58541666666667,480,3.0_35.0,Distortion Guitar,6.0,4.0,4,E,120
867,0.0,,,,,,57.0,,,,,930,note_on,,95.0,57.0,95.0,136050,141.71875,480,0.0_35.0,Overdriven Guitar,4.0,9.0,3,D#,270
869,0.0,,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,136050,141.71875,480,0.0_35.0,Overdriven Guitar,3.0,9.0,3,D#,270
868,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,136050,141.71875,480,0.0_35.0,Overdriven Guitar,4.0,4.0,4,E,120
877,0.0,,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,136080,141.75,480,0.0_35.0,Overdriven Guitar,4.0,11.0,5,F,330
876,0.0,,,,,,64.0,,,,,0,note_on,,95.0,64.0,95.0,136080,141.75,480,0.0_35.0,Overdriven Guitar,5.0,4.0,4,E,120
2780,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,136080,141.75,480,4.0_35.0,Electric Bass (pick),3.0,2.0,2,D,60
878,0.0,,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,136080,141.75,480,0.0_35.0,Overdriven Guitar,4.0,4.0,4,E,120
1883,3.0,,,,,,79.0,,,,,0,note_on,,95.0,79.0,95.0,136162,141.83541666666667,480,3.0_35.0,Distortion Guitar,6.0,7.0,1,C#,210
