,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
2878,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,155520,162.0,480,4.0_40.0,Electric Bass (pick),3.0,0.0,0,C,0
2880,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,156480,163.0,480,4.0_40.0,Electric Bass (pick),2.0,11.0,5,F,330
4458,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,157440,164.0,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4457,9.0,,,,,,44.0,,,,,3840,note_on,,95.0,44.0,95.0,157440,164.0,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2882,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,157440,164.0,480,4.0_41.0,Electric Bass (pick),3.0,4.0,4,E,120
4459,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,157440,164.0,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4463,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,157920,164.5,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4465,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,157920,164.5,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4464,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,157920,164.5,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2884,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,158160,164.75,480,4.0_41.0,Electric Bass (pick),3.0,4.0,4,E,120
4469,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,158400,165.0,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4470,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,158400,165.0,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4471,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,158400,165.0,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2886,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,158400,165.0,480,4.0_41.0,Electric Bass (pick),3.0,7.0,1,C#,210
2888,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,158760,165.375,480,4.0_41.0,Electric Bass (pick),3.0,4.0,4,E,120
4476,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,158880,165.5,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4477,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,158880,165.5,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4475,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,158880,165.5,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2890,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,159120,165.75,480,4.0_41.0,Electric Bass (pick),3.0,2.0,2,D,60
4481,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,159360,166.0,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4482,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,159360,166.0,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4483,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,159360,166.0,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2892,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,159360,166.0,480,4.0_41.0,Electric Bass (pick),3.0,0.0,0,C,0
4487,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,159840,166.5,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4488,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,159840,166.5,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4489,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,159840,166.5,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4493,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,160320,167.0,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4494,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,160320,167.0,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4495,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,160320,167.0,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2894,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,160320,167.0,480,4.0_41.0,Electric Bass (pick),2.0,11.0,5,F,330
4500,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,160800,167.5,480,9.0_41.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4499,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,160800,167.5,480,9.0_41.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4501,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,160800,167.5,480,9.0_41.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4505,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,161280,168.0,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4506,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,161280,168.0,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4507,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,161280,168.0,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2896,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,161280,168.0,480,4.0_42.0,Electric Bass (pick),3.0,4.0,4,E,120
4511,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,161760,168.5,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4512,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,161760,168.5,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4513,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,161760,168.5,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2898,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,162000,168.75,480,4.0_42.0,Electric Bass (pick),3.0,4.0,4,E,120
2900,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,162240,169.0,480,4.0_42.0,Electric Bass (pick),3.0,7.0,1,C#,210
4517,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,162240,169.0,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4519,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,162240,169.0,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4518,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,162240,169.0,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2902,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,162600,169.375,480,4.0_42.0,Electric Bass (pick),3.0,4.0,4,E,120
4524,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,162720,169.5,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4523,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,162720,169.5,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4525,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,162720,169.5,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2904,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,162960,169.75,480,4.0_42.0,Electric Bass (pick),3.0,2.0,2,D,60
4529,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,163200,170.0,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4530,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,163200,170.0,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4531,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,163200,170.0,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2906,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,163200,170.0,480,4.0_42.0,Electric Bass (pick),3.0,0.0,0,C,0
4535,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,163680,170.5,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4537,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,163680,170.5,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4536,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,163680,170.5,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4541,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,164160,171.0,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2908,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,164160,171.0,480,4.0_42.0,Electric Bass (pick),2.0,11.0,5,F,330
4542,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,164160,171.0,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4543,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,164160,171.0,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4547,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,164640,171.5,480,9.0_42.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4548,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,164640,171.5,480,9.0_42.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4549,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,164640,171.5,480,9.0_42.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4553,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,165120,172.0,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4555,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,165120,172.0,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4554,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,165120,172.0,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2910,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,165120,172.0,480,4.0_43.0,Electric Bass (pick),3.0,4.0,4,E,120
4561,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,165600,172.5,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4560,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,165600,172.5,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4559,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,165600,172.5,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2912,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,165840,172.75,480,4.0_43.0,Electric Bass (pick),3.0,4.0,4,E,120
2914,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,166080,173.0,480,4.0_43.0,Electric Bass (pick),3.0,7.0,1,C#,210
4567,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,166080,173.0,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4566,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,166080,173.0,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4565,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,166080,173.0,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2916,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,166440,173.375,480,4.0_43.0,Electric Bass (pick),3.0,4.0,4,E,120
4572,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,166560,173.5,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4571,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,166560,173.5,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4573,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,166560,173.5,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2918,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,166800,173.75,480,4.0_43.0,Electric Bass (pick),3.0,2.0,2,D,60
4579,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,167040,174.0,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2920,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,167040,174.0,480,4.0_43.0,Electric Bass (pick),3.0,0.0,0,C,0
4578,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,167040,174.0,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4577,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,167040,174.0,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4585,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,167520,174.5,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4584,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,167520,174.5,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4583,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,167520,174.5,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4591,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,168000,175.0,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4590,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,168000,175.0,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4589,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,168000,175.0,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2922,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,168000,175.0,480,4.0_43.0,Electric Bass (pick),2.0,11.0,5,F,330
4597,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,168480,175.5,480,9.0_43.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4596,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,168480,175.5,480,9.0_43.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4595,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,168480,175.5,480,9.0_43.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2924,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,168960,176.0,480,4.0_44.0,Electric Bass (pick),3.0,4.0,4,E,120
4602,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,168960,176.0,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4601,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,168960,176.0,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4603,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,168960,176.0,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4608,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,169440,176.5,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4609,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,169440,176.5,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4607,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,169440,176.5,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2926,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,169680,176.75,480,4.0_44.0,Electric Bass (pick),3.0,4.0,4,E,120
4615,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,169920,177.0,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4614,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,169920,177.0,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4613,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,169920,177.0,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2928,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,169920,177.0,480,4.0_44.0,Electric Bass (pick),3.0,7.0,1,C#,210
2930,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,170280,177.375,480,4.0_44.0,Electric Bass (pick),3.0,4.0,4,E,120
4621,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,170400,177.5,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4620,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,170400,177.5,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4619,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,170400,177.5,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2932,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,170640,177.75,480,4.0_44.0,Electric Bass (pick),3.0,2.0,2,D,60
4625,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,170880,178.0,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4626,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,170880,178.0,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
2934,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,170880,178.0,480,4.0_44.0,Electric Bass (pick),3.0,0.0,0,C,0
4627,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,170880,178.0,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4631,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,171360,178.5,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4632,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,171360,178.5,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4633,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,171360,178.5,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4638,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,171840,179.0,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4637,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,171840,179.0,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4639,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,171840,179.0,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2936,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,171840,179.0,480,4.0_44.0,Electric Bass (pick),2.0,11.0,5,F,330
4643,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,172320,179.5,480,9.0_44.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4644,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,172320,179.5,480,9.0_44.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4645,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,172320,179.5,480,9.0_44.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2938,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,172800,180.0,480,4.0_45.0,Electric Bass (pick),3.0,4.0,4,E,120
4649,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,172800,180.0,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4650,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,172800,180.0,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4651,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,172800,180.0,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4656,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,173280,180.5,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4655,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,173280,180.5,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4657,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,173280,180.5,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2940,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,173520,180.75,480,4.0_45.0,Electric Bass (pick),3.0,4.0,4,E,120
4662,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,173760,181.0,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4663,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,173760,181.0,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2942,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,173760,181.0,480,4.0_45.0,Electric Bass (pick),3.0,7.0,1,C#,210
4661,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,173760,181.0,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2944,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,174120,181.375,480,4.0_45.0,Electric Bass (pick),3.0,4.0,4,E,120
4667,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,174240,181.5,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4668,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,174240,181.5,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4669,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,174240,181.5,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2946,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,174480,181.75,480,4.0_45.0,Electric Bass (pick),3.0,2.0,2,D,60
4673,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,174720,182.0,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2948,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,174720,182.0,480,4.0_45.0,Electric Bass (pick),3.0,0.0,0,C,0
4675,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,174720,182.0,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4674,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,174720,182.0,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4679,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,175200,182.5,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4680,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,175200,182.5,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4681,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,175200,182.5,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4686,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,175680,183.0,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4685,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,175680,183.0,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
2950,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,175680,183.0,480,4.0_45.0,Electric Bass (pick),2.0,11.0,5,F,330
4687,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,175680,183.0,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4691,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,176160,183.5,480,9.0_45.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4692,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,176160,183.5,480,9.0_45.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4693,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,176160,183.5,480,9.0_45.0,Acoustic Grand Piano,3.0,0.0,0,C,0
4699,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,176640,184.0,480,9.0_46.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2952,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,176640,184.0,480,4.0_46.0,Electric Bass (pick),3.0,4.0,4,E,120
4697,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,176640,184.0,480,9.0_46.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4698,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,176640,184.0,480,9.0_46.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4703,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,177120,184.5,480,9.0_46.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4704,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,177120,184.5,480,9.0_46.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4705,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,177120,184.5,480,9.0_46.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2954,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,177360,184.75,480,4.0_46.0,Electric Bass (pick),3.0,4.0,4,E,120
4709,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,177600,185.0,480,9.0_46.0,Acoustic Grand Piano,3.0,8.0,8,G#,240
4710,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,177600,185.0,480,9.0_46.0,Acoustic Grand Piano,3.0,5.0,11,B,150
4711,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,177600,185.0,480,9.0_46.0,Acoustic Grand Piano,3.0,0.0,0,C,0
2956,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,177600,185.0,480,4.0_46.0,Electric Bass (pick),3.0,7.0,1,C#,210
